date;category;value
2022-04-10;Продуктовые магазины;18.5
2022-04-03;Продуктовые магазины;18.3
2022-03-27;Продуктовые магазины;18.4
2022-03-20;Продуктовые магазины;26.3
2022-03-13;Продуктовые магазины;23.7
2022-03-06;Продуктовые магазины;22.3
2022-02-27;Продуктовые магазины;14.7
2022-02-20;Продуктовые магазины;13.3
2022-02-13;Продуктовые магазины;13.1
2022-02-06;Продуктовые магазины;11.8
2022-01-30;Продуктовые магазины;10.4
2022-01-23;Продуктовые магазины;12.5
2022-01-16;Продуктовые магазины;15.8
2022-01-09;Продуктовые магазины;10
2022-01-02;Продуктовые магазины;13.3
2021-12-26;Продуктовые магазины;10.5
2021-12-19;Продуктовые магазины;13.1
2021-12-12;Продуктовые магазины;13.6
2021-12-05;Продуктовые магазины;12.4
2021-11-28;Продуктовые магазины;11.2
2021-11-21;Продуктовые магазины;13.6
2021-11-14;Продуктовые магазины;12
2021-11-07;Продуктовые магазины;16.7
2021-10-31;Продуктовые магазины;18.1
2021-10-24;Продуктовые магазины;12.4
2021-10-17;Продуктовые магазины;13.4
2021-10-10;Продуктовые магазины;13.1
2021-10-03;Продуктовые магазины;10.6
2021-09-26;Продуктовые магазины;10.7
2021-09-19;Продуктовые магазины;12.9
2021-09-12;Продуктовые магазины;13.6
2021-09-05;Продуктовые магазины;16.2
2021-08-29;Продуктовые магазины;10.7
2021-08-22;Продуктовые магазины;11.3
2021-08-15;Продуктовые магазины;11.6
2021-08-08;Продуктовые магазины;15.1
2021-08-01;Продуктовые магазины;13.3
2021-07-25;Продуктовые магазины;12.5
2021-07-18;Продуктовые магазины;11.6
2021-07-11;Продуктовые магазины;7.8
2021-07-04;Продуктовые магазины;6.2
2021-06-27;Продуктовые магазины;15.5
2021-06-20;Продуктовые магазины;15.8
2021-06-13;Продуктовые магазины;12.7
2021-06-06;Продуктовые магазины;12.5
2021-05-30;Продуктовые магазины;18.3
2021-05-23;Продуктовые магазины;18.5
2021-05-16;Продуктовые магазины;17.1
2021-05-09;Продуктовые магазины;15.6
2021-05-02;Продуктовые магазины;30
2021-04-25;Продуктовые магазины;27.8
2021-04-18;Продуктовые магазины;9.5
2021-04-11;Продуктовые магазины;18.3
2021-04-04;Продуктовые магазины;-4.7
2021-03-28;Продуктовые магазины;-3.3
2021-03-21;Продуктовые магазины;-5
2021-03-14;Продуктовые магазины;8.1
2021-03-07;Продуктовые магазины;15.5
2021-02-28;Продуктовые магазины;4.5
2021-02-21;Продуктовые магазины;6.9
2021-02-14;Продуктовые магазины;4.6
2021-02-07;Продуктовые магазины;5.9
2021-01-31;Продуктовые магазины;8
2021-01-24;Продуктовые магазины;6.3
2021-01-17;Продуктовые магазины;6.4
2021-01-10;Продуктовые магазины;7.3
2021-01-03;Продуктовые магазины;30.1
2020-12-27;Продуктовые магазины;-3.2
2020-12-20;Продуктовые магазины;-4.2
2020-12-13;Продуктовые магазины;-3.9
2020-12-06;Продуктовые магазины;5
2020-11-29;Продуктовые магазины;5.6
2020-11-22;Продуктовые магазины;4
2020-11-15;Продуктовые магазины;6.7
2020-11-08;Продуктовые магазины;3.7
2020-11-01;Продуктовые магазины;1.4
2020-10-25;Продуктовые магазины;3.1
2020-10-18;Продуктовые магазины;1.9
2020-10-11;Продуктовые магазины;3.3
2020-10-04;Продуктовые магазины;2.3
2020-09-27;Продуктовые магазины;2.9
2020-09-20;Продуктовые магазины;3.6
2020-09-13;Продуктовые магазины;1.6
2020-09-06;Продуктовые магазины;0.9
2020-08-30;Продуктовые магазины;2.8
2020-08-23;Продуктовые магазины;2.4
2020-08-16;Продуктовые магазины;4.2
2020-08-09;Продуктовые магазины;4.5
2020-08-02;Продуктовые магазины;-1.2
2020-07-26;Продуктовые магазины;0.2
2020-07-19;Продуктовые магазины;1.1
2020-07-12;Продуктовые магазины;4.5
2020-07-05;Продуктовые магазины;8.3
2020-06-28;Продуктовые магазины;-0.7
2020-06-21;Продуктовые магазины;-0.5
2020-06-14;Продуктовые магазины;-0.4
2020-06-07;Продуктовые магазины;5.5
2020-05-31;Продуктовые магазины;-4.7
2020-05-24;Продуктовые магазины;-5.5
2020-05-17;Продуктовые магазины;-3
2020-05-10;Продуктовые магазины;-7.2
2020-05-03;Продуктовые магазины;-8.1
2020-04-26;Продуктовые магазины;-14.1
2020-04-19;Продуктовые магазины;-1.7
2020-04-12;Продуктовые магазины;-3.7
2020-04-05;Продуктовые магазины;15.6
2020-03-29;Продуктовые магазины;17.8
2020-03-22;Продуктовые магазины;17.9
2020-03-15;Продуктовые магазины;9.2
2020-03-08;Продуктовые магазины;-3.6
2020-03-01;Продуктовые магазины;20.9
2020-02-23;Продуктовые магазины;2.6
2020-02-16;Продуктовые магазины;3.4
2020-02-09;Продуктовые магазины;0.5
2020-02-02;Продуктовые магазины;3.5
2020-01-26;Продуктовые магазины;3.6
2020-01-19;Продуктовые магазины;3.4
2020-01-12;Продуктовые магазины;2.5
2023-06-18;Продуктовые магазины;2.7
2023-06-11;Продуктовые магазины;3.8
2023-06-04;Продуктовые магазины;4.6
2023-05-28;Продуктовые магазины;1.9
2023-05-21;Продуктовые магазины;3.3
2023-05-14;Продуктовые магазины;1.9
2023-05-07;Продуктовые магазины;5.1
2023-04-30;Продуктовые магазины;8.6
2023-04-23;Продуктовые магазины;-5.4
2023-04-16;Продуктовые магазины;14.2
2023-04-09;Продуктовые магазины;9.4
2023-04-02;Продуктовые магазины;-15.9
2023-03-26;Продуктовые магазины;7.2
2023-03-19;Продуктовые магазины;0.3
2023-03-12;Продуктовые магазины;2.4
2023-03-05;Продуктовые магазины;-0.3
2023-02-26;Продуктовые магазины;7.1
2023-02-19;Продуктовые магазины;7.9
2023-02-12;Продуктовые магазины;8.6
2023-02-05;Продуктовые магазины;12.8
2023-01-29;Продуктовые магазины;9.7
2023-01-22;Продуктовые магазины;8.1
2023-01-15;Продуктовые магазины;11.7
2023-01-08;Продуктовые магазины;11.2
2023-01-01;Продуктовые магазины;11.8
2022-12-25;Продуктовые магазины;9.3
2022-12-18;Продуктовые магазины;7.5
2022-12-11;Продуктовые магазины;10.1
2022-12-04;Продуктовые магазины;10.4
2022-11-27;Продуктовые магазины;10.1
2022-11-20;Продуктовые магазины;10.1
2022-11-13;Продуктовые магазины;10
2022-11-06;Продуктовые магазины;11.5
2022-10-30;Продуктовые магазины;11.2
2022-10-23;Продуктовые магазины;13.8
2022-10-16;Продуктовые магазины;14.3
2022-10-09;Продуктовые магазины;15.1
2022-10-02;Продуктовые магазины;13.6
2022-09-25;Продуктовые магазины;14.8
2022-09-18;Продуктовые магазины;13
2022-09-11;Продуктовые магазины;12.7
2022-09-04;Продуктовые магазины;12.6
2022-08-28;Продуктовые магазины;15.6
2022-08-21;Продуктовые магазины;15.7
2022-08-14;Продуктовые магазины;14.7
2022-08-07;Продуктовые магазины;13.4
2022-07-31;Продуктовые магазины;17.4
2022-07-24;Продуктовые магазины;15
2022-07-17;Продуктовые магазины;15.5
2022-07-10;Продуктовые магазины;18
2022-07-03;Продуктовые магазины;19.3
2022-06-26;Продуктовые магазины;15.8
2022-06-19;Продуктовые магазины;14.9
2022-06-12;Продуктовые магазины;18
2022-06-05;Продуктовые магазины;20.5
2022-05-29;Продуктовые магазины;18.7
2022-05-22;Продуктовые магазины;18.5
2022-05-15;Продуктовые магазины;19.8
2022-05-08;Продуктовые магазины;24.3
2022-05-01;Продуктовые магазины;6.4
2022-04-24;Продуктовые магазины;24.6
2022-04-17;Продуктовые магазины;18.9
2022-04-10;Продуктовые магазины;18.5
2022-04-03;Продуктовые магазины;18.3
2022-03-27;Продуктовые магазины;18.4
2022-03-20;Продуктовые магазины;26.3
2022-03-13;Продуктовые магазины;23.7
2022-03-06;Продуктовые магазины;22.3
2022-02-27;Продуктовые магазины;14.7
2022-02-20;Продуктовые магазины;13.3
2022-02-13;Продуктовые магазины;13.1
2022-02-06;Продуктовые магазины;11.8
2022-01-30;Продуктовые магазины;10.4
2022-01-23;Продуктовые магазины;12.5
2022-01-16;Продуктовые магазины;15.8
2022-01-09;Продуктовые магазины;10
2022-01-02;Продуктовые магазины;13.3
2021-12-26;Продуктовые магазины;10.5
2021-12-19;Продуктовые магазины;13.1
2021-12-12;Продуктовые магазины;13.6
2021-12-05;Продуктовые магазины;12.4
2021-11-28;Продуктовые магазины;11.2
2021-11-21;Продуктовые магазины;13.6
2021-11-14;Продуктовые магазины;12
2021-11-07;Продуктовые магазины;16.7
2021-10-31;Продуктовые магазины;18.1
2021-10-24;Продуктовые магазины;12.4
2021-10-17;Продуктовые магазины;13.4
2021-10-10;Продуктовые магазины;13.1
2021-10-03;Продуктовые магазины;10.6
2021-09-26;Продуктовые магазины;10.7
2021-09-19;Продуктовые магазины;12.9
2021-09-12;Продуктовые магазины;13.6
2021-09-05;Продуктовые магазины;16.2
2021-08-29;Продуктовые магазины;10.7
2021-08-22;Продуктовые магазины;11.3
2021-08-15;Продуктовые магазины;11.6
2021-08-08;Продуктовые магазины;15.1
2021-08-01;Продуктовые магазины;13.3
2021-07-25;Продуктовые магазины;12.5
2021-07-18;Продуктовые магазины;11.6
2021-07-11;Продуктовые магазины;7.8
2021-07-04;Продуктовые магазины;6.2
2021-06-27;Продуктовые магазины;15.5
2021-06-20;Продуктовые магазины;15.8
2021-06-13;Продуктовые магазины;12.7
2021-06-06;Продуктовые магазины;12.5
2021-05-30;Продуктовые магазины;18.3
2021-05-23;Продуктовые магазины;18.5
2021-05-16;Продуктовые магазины;17.1
2021-05-09;Продуктовые магазины;15.6
2021-05-02;Продуктовые магазины;30
2021-04-25;Продуктовые магазины;27.8
2021-04-18;Продуктовые магазины;9.5
2021-04-11;Продуктовые магазины;18.3
2021-04-04;Продуктовые магазины;-4.7
2021-03-28;Продуктовые магазины;-3.3
2021-03-21;Продуктовые магазины;-5
2021-03-14;Продуктовые магазины;8.1
2024-04-07;Развлечения;28.6
2024-03-31;Развлечения;19.4
2024-03-24;Развлечения;18.1
2024-03-17;Развлечения;24.5
2024-03-10;Развлечения;29.9
2024-03-03;Развлечения;23.5
2024-02-25;Развлечения;32.9
2024-02-18;Развлечения;36.6
2024-02-11;Развлечения;29.9
2024-02-04;Развлечения;22.3
2024-01-28;Развлечения;27.7
2024-01-21;Развлечения;19.6
2024-01-14;Развлечения;12.4
2024-01-07;Развлечения;-1.5
2023-12-31;Развлечения;13.5
2023-12-24;Развлечения;19.4
2023-12-17;Развлечения;19.1
2023-12-10;Развлечения;10.5
2023-12-03;Развлечения;14.4
2023-11-26;Развлечения;-6.8
2021-09-26;Развлечения;147.7
2021-09-19;Развлечения;161.2
2021-09-12;Развлечения;159.5
2021-09-05;Развлечения;158.6
2021-08-29;Развлечения;145.7
2021-08-22;Развлечения;133
2021-08-15;Развлечения;164
2021-08-08;Развлечения;181
2021-08-01;Развлечения;198.9
2021-07-25;Развлечения;212.4
2021-07-18;Развлечения;234.2
2021-07-11;Развлечения;327.4
2021-07-04;Развлечения;292
2021-06-27;Развлечения;368
2021-06-20;Развлечения;457.7
2021-06-13;Развлечения;480.6
2021-06-06;Развлечения;379.4
2021-05-30;Развлечения;357.6
2021-05-23;Развлечения;394
2021-05-16;Развлечения;372.3
2021-05-09;Развлечения;387.2
2021-05-02;Развлечения;327.8
2021-04-25;Развлечения;246.1
2021-04-18;Развлечения;154.3
2021-04-11;Развлечения;175.6
2021-04-04;Развлечения;218.6
2021-03-28;Развлечения;207.9
2021-03-21;Развлечения;112.7
2021-03-14;Развлечения;5.5
2021-03-07;Развлечения;0.1
2021-02-28;Развлечения;-6.2
2021-02-21;Развлечения;-7.2
2021-02-14;Развлечения;-14.7
2021-02-07;Развлечения;-13.4
2021-01-31;Развлечения;-20
2021-01-24;Развлечения;-29.2
2021-01-17;Развлечения;-25.8
2021-01-10;Развлечения;-19.3
2021-01-03;Развлечения;-12.5
2020-12-27;Развлечения;-23.9
2020-12-20;Развлечения;-32
2020-12-13;Развлечения;-29.1
2020-12-06;Развлечения;-39.9
2020-11-29;Развлечения;-38.4
2020-11-22;Развлечения;-41.8
2020-11-15;Развлечения;-42.5
2020-11-08;Развлечения;-42.5
2020-11-01;Развлечения;-47
2020-10-25;Развлечения;-47.7
2020-10-18;Развлечения;-53.5
2020-10-11;Развлечения;-50.6
2020-10-04;Развлечения;-38.7
2020-09-27;Развлечения;-22.7
2020-09-20;Развлечения;-15.3
2020-09-13;Развлечения;-15.1
2020-09-06;Развлечения;0.2
2020-08-30;Развлечения;-3.7
2020-08-23;Развлечения;8.2
2020-08-16;Развлечения;-10.7
2020-08-09;Развлечения;-19.8
2020-08-02;Развлечения;-25.4
2020-07-26;Развлечения;-32.8
2020-07-19;Развлечения;-37.7
2020-07-12;Развлечения;-42.2
2020-07-05;Развлечения;-44.7
2020-06-28;Развлечения;-50.4
2020-06-21;Развлечения;-53.4
2020-06-14;Развлечения;-59.1
2020-06-07;Развлечения;-60.4
2020-05-31;Развлечения;-58.6
2020-05-24;Развлечения;-58.1
2020-05-17;Развлечения;-49.9
2020-05-10;Развлечения;-50.9
2020-05-03;Развлечения;-57.1
2020-04-26;Развлечения;-39.1
2020-04-19;Развлечения;-35.9
2020-04-12;Развлечения;-40.3
2020-04-05;Развлечения;-49.5
2020-03-29;Развлечения;-54.6
2020-03-22;Развлечения;-33.1
2020-03-15;Развлечения;38.7
2020-03-08;Развлечения;45
2020-03-01;Развлечения;80.1
2020-02-23;Развлечения;45.2
2020-02-16;Развлечения;58.1
2020-02-09;Развлечения;53.3
2020-02-02;Развлечения;46.7
2020-01-26;Развлечения;64.8
2020-01-19;Развлечения;64.5
2020-01-12;Развлечения;51.6
2023-06-18;Развлечения;31.9
2023-06-11;Развлечения;30.6
2023-06-04;Развлечения;32.3
2023-05-28;Развлечения;31.1
2023-05-21;Развлечения;27.3
2023-05-14;Развлечения;28.6
2023-05-07;Развлечения;27.5
2023-04-30;Развлечения;39.1
2023-04-23;Развлечения;49.8
2023-04-16;Развлечения;55.7
2023-04-09;Развлечения;36.2
2023-04-02;Развлечения;110.2
2023-03-26;Развлечения;72.7
2023-03-19;Развлечения;77.9
2023-03-12;Развлечения;67.3
2023-03-05;Развлечения;74.2
2023-02-26;Развлечения;45.9
2023-02-19;Развлечения;30.2
2023-02-12;Развлечения;37.1
2023-02-05;Развлечения;48.3
2023-01-29;Развлечения;46.4
2023-01-22;Развлечения;40
2023-01-15;Развлечения;44.2
2023-01-08;Развлечения;39.2
2023-01-01;Развлечения;43.6
2022-12-25;Развлечения;10.5
2022-12-18;Развлечения;16.7
2022-12-11;Развлечения;30.5
2022-12-04;Развлечения;33.9
2022-11-27;Развлечения;53.3
2022-11-20;Развлечения;30
2022-11-13;Развлечения;47.6
2022-11-06;Развлечения;49.6
2022-10-30;Развлечения;47
2022-10-23;Развлечения;21.9
2022-10-16;Развлечения;39.2
2022-10-09;Развлечения;36
2022-10-02;Развлечения;10
2022-09-25;Развлечения;0.1
2022-09-18;Развлечения;20.7
2022-09-11;Развлечения;25
2022-09-04;Развлечения;22.4
2022-08-28;Развлечения;25.2
2022-08-21;Развлечения;29.5
2022-08-14;Развлечения;31.4
2022-08-07;Развлечения;20.8
2022-07-31;Развлечения;20.4
2022-07-24;Развлечения;24.3
2022-07-17;Развлечения;29.7
2022-07-10;Развлечения;16.6
2022-07-03;Развлечения;14.8
2022-06-26;Развлечения;22.4
2022-06-19;Развлечения;9.9
2022-06-12;Развлечения;27
2022-06-05;Развлечения;31.8
2022-05-29;Развлечения;30.6
2022-05-22;Развлечения;43.9
2022-05-15;Развлечения;40.4
2022-05-08;Развлечения;24.2
2022-05-01;Развлечения;26.7
2022-04-24;Развлечения;43.4
2022-04-17;Развлечения;53.3
2022-04-10;Развлечения;62
2022-04-03;Развлечения;38.7
2022-03-27;Развлечения;15.1
2022-03-20;Развлечения;38.4
2022-03-13;Развлечения;50.1
2022-03-06;Развлечения;29.7
2022-02-27;Развлечения;44.7
2022-02-20;Развлечения;68.1
2022-02-13;Развлечения;68.6
2022-02-06;Развлечения;64.3
2022-01-30;Развлечения;80.2
2022-01-23;Развлечения;120.7
2022-01-16;Развлечения;119
2022-01-09;Развлечения;86.8
2022-01-02;Развлечения;72.4
2021-12-26;Развлечения;94.8
2021-12-19;Развлечения;153
2021-12-12;Развлечения;138.3
2021-12-05;Развлечения;153.3
2021-11-28;Развлечения;171
2021-11-21;Развлечения;162.1
2021-11-14;Развлечения;154.7
2021-11-07;Развлечения;144.4
2021-10-31;Развлечения;169.8
2021-10-24;Развлечения;128.1
2021-10-17;Развлечения;200.9
2021-10-10;Развлечения;158.9
2021-10-03;Развлечения;145.3
2021-09-26;Развлечения;147.7
2021-09-19;Развлечения;161.2
2021-09-12;Развлечения;159.5
2021-09-05;Развлечения;158.6
2021-08-29;Развлечения;145.7
2021-08-22;Развлечения;133
2021-08-15;Развлечения;164
2021-08-08;Развлечения;181
2021-08-01;Развлечения;198.9
2021-07-25;Развлечения;212.4
2021-07-18;Развлечения;234.2
2021-07-11;Развлечения;327.4
2021-07-04;Развлечения;292
2021-06-27;Развлечения;368
2021-06-20;Развлечения;457.7
2021-06-13;Развлечения;480.6
2021-06-06;Развлечения;379.4
2021-05-30;Развлечения;357.6
2021-05-23;Развлечения;394
2021-05-16;Развлечения;372.3
2021-05-09;Развлечения;387.2
2021-05-02;Развлечения;327.8
2021-04-25;Развлечения;246.1
2021-04-18;Развлечения;154.3
2021-04-11;Развлечения;175.6
2021-04-04;Развлечения;218.6
2021-03-28;Развлечения;207.9
2021-03-21;Развлечения;112.7
2021-03-14;Развлечения;5.5
2021-03-07;Развлечения;0.1
2021-02-28;Развлечения;-6.2
2021-02-21;Развлечения;-7.2
2021-02-14;Развлечения;-14.7
2021-02-07;Развлечения;-13.4
2021-01-31;Развлечения;-20
2021-01-24;Развлечения;-29.2
2020-05-10;Развлечения;-50.9
2020-05-03;Развлечения;-57.1
2020-04-26;Развлечения;-39.1
2020-04-19;Развлечения;-35.9
2020-04-12;Развлечения;-40.3
2020-04-05;Развлечения;-49.5
2020-03-29;Развлечения;-54.6
2020-03-22;Развлечения;-33.1
2020-03-15;Развлечения;38.7
2020-03-08;Развлечения;45
2020-03-01;Развлечения;80.1
2020-02-23;Развлечения;45.2
2020-02-16;Развлечения;58.1
2020-02-09;Развлечения;53.3
2020-02-02;Развлечения;46.7
2020-01-26;Развлечения;64.8
2020-01-19;Развлечения;64.5
2020-01-12;Развлечения;51.6
2023-11-19;Развлечения;10.4
2023-11-12;Развлечения;12.4
2023-11-05;Развлечения;15.7
2023-10-29;Развлечения;21.7
2023-10-22;Развлечения;21.8
2023-10-15;Развлечения;15.3
2023-10-08;Развлечения;31
2023-10-01;Развлечения;47.8
2023-09-24;Развлечения;47.6
2023-09-17;Развлечения;19.8
2023-09-10;Развлечения;18.8
2023-09-03;Развлечения;40.1
2023-08-27;Развлечения;31.2
2023-08-20;Развлечения;39.1
2023-08-13;Развлечения;31.5
2023-08-06;Развлечения;39.6
2023-07-30;Развлечения;36.6
2023-07-23;Развлечения;27
2023-07-16;Развлечения;29.2
2023-07-09;Развлечения;32.1
2023-07-02;Развлечения;35.1
2023-06-25;Развлечения;39
2023-06-18;Развлечения;31.9
2023-06-11;Развлечения;30.6
2023-06-04;Развлечения;32.3
2023-05-28;Развлечения;31.1
2023-05-21;Развлечения;27.3
2023-05-14;Развлечения;28.6
2023-05-07;Развлечения;27.5
2023-04-30;Развлечения;39.1
2023-04-23;Развлечения;49.8
2023-04-16;Развлечения;55.7
2023-04-09;Развлечения;36.2
2023-04-02;Развлечения;110.2
2023-03-26;Развлечения;72.7
2023-03-19;Развлечения;77.9
2023-03-12;Развлечения;67.3
2023-03-05;Развлечения;74.2
2023-02-26;Развлечения;45.9
2023-02-19;Развлечения;30.2
2023-02-12;Развлечения;37.1
2023-02-05;Развлечения;48.3
2023-01-29;Развлечения;46.4
2023-01-22;Развлечения;40
2023-01-15;Развлечения;44.2
2023-01-08;Развлечения;39.2
2023-01-01;Развлечения;43.6
2022-12-25;Развлечения;10.5
2022-12-18;Развлечения;16.7
2022-12-11;Развлечения;30.5
2022-12-04;Развлечения;33.9
2022-11-27;Развлечения;53.3
2022-11-20;Развлечения;30
2022-11-13;Развлечения;47.6
2022-11-06;Развлечения;49.6
2022-10-30;Развлечения;47
2022-10-23;Развлечения;21.9
2022-10-16;Развлечения;39.2
2022-10-09;Развлечения;36
2022-10-02;Развлечения;10
2022-09-25;Развлечения;0.1
2022-09-18;Развлечения;20.7
2022-09-11;Развлечения;25
2022-09-04;Развлечения;22.4
2022-08-28;Развлечения;25.2
2022-08-21;Развлечения;29.5
2022-08-14;Развлечения;31.4
2022-08-07;Развлечения;20.8
2022-07-31;Развлечения;20.4
2022-07-24;Развлечения;24.3
2022-07-17;Развлечения;29.7
2022-07-10;Развлечения;16.6
2022-07-03;Развлечения;14.8
2022-06-26;Развлечения;22.4
2022-06-19;Развлечения;9.9
2022-06-12;Развлечения;27
2022-06-05;Развлечения;31.8
2022-05-29;Развлечения;30.6
2022-05-22;Развлечения;43.9
2022-05-15;Развлечения;40.4
2022-05-08;Развлечения;24.2
2022-05-01;Развлечения;26.7
2022-04-24;Развлечения;43.4
2022-04-17;Развлечения;53.3
2022-04-10;Развлечения;62
2022-04-03;Развлечения;38.7
2022-03-27;Развлечения;15.1
2022-03-20;Развлечения;38.4
2022-03-13;Развлечения;50.1
2022-03-06;Развлечения;29.7
2022-02-27;Развлечения;44.7
2022-02-20;Развлечения;68.1
2022-02-13;Развлечения;68.6
2022-02-06;Развлечения;64.3
2022-01-30;Развлечения;80.2
2022-01-23;Развлечения;120.7
2022-01-16;Развлечения;119
2022-01-09;Развлечения;86.8
2022-01-02;Развлечения;72.4
2021-12-26;Развлечения;94.8
2021-12-19;Развлечения;153
2021-12-12;Развлечения;138.3
2021-12-05;Развлечения;153.3
2021-11-28;Развлечения;171
2021-11-21;Развлечения;162.1
2021-11-14;Развлечения;154.7
2021-11-07;Развлечения;144.4
2021-10-31;Развлечения;169.8
2021-10-24;Развлечения;128.1
2021-10-17;Развлечения;200.9
2021-10-10;Развлечения;158.9
2021-10-03;Развлечения;145.3
2021-01-17;Развлечения;-25.8
2021-01-10;Развлечения;-19.3
2021-01-03;Развлечения;-12.5
2020-12-27;Развлечения;-23.9
2020-12-20;Развлечения;-32
2020-12-13;Развлечения;-29.1
2020-12-06;Развлечения;-39.9
2020-11-29;Развлечения;-38.4
2020-11-22;Развлечения;-41.8
2020-11-15;Развлечения;-42.5
2020-11-08;Развлечения;-42.5
2020-11-01;Развлечения;-47
2020-10-25;Развлечения;-47.7
2020-10-18;Развлечения;-53.5
2020-10-11;Развлечения;-50.6
2020-10-04;Развлечения;-38.7
2020-09-27;Развлечения;-22.7
2020-09-20;Развлечения;-15.3
2020-09-13;Развлечения;-15.1
2020-09-06;Развлечения;0.2
2020-08-30;Развлечения;-3.7
2020-08-23;Развлечения;8.2
2020-08-16;Развлечения;-10.7
2020-08-09;Развлечения;-19.8
2020-08-02;Развлечения;-25.4
2020-07-26;Развлечения;-32.8
2020-07-19;Развлечения;-37.7
2020-07-12;Развлечения;-42.2
2020-07-05;Развлечения;-44.7
2020-06-28;Развлечения;-50.4
2020-06-21;Развлечения;-53.4
2020-06-14;Развлечения;-59.1
2020-06-07;Развлечения;-60.4
2020-05-31;Развлечения;-58.6
2020-05-24;Развлечения;-58.1
2020-05-17;Развлечения;-49.9
2022-11-20;Спорт;-34.8
2022-11-13;Спорт;-29.9
2022-11-06;Спорт;44.1
2022-10-30;Спорт;-25
2022-10-23;Спорт;-29.9
2022-10-16;Спорт;-31
2022-10-09;Спорт;-36.3
2022-10-02;Спорт;-34.1
2022-09-25;Спорт;-43.3
2022-09-18;Спорт;-37.7
2022-09-11;Спорт;-37.3
2022-09-04;Спорт;-36.3
2022-08-28;Спорт;-38.7
2022-08-21;Спорт;-40.1
2022-08-14;Спорт;-41.2
2022-08-07;Спорт;-41.3
2022-07-31;Спорт;-27
2022-07-24;Спорт;-34
2022-07-17;Спорт;-34
2022-07-10;Спорт;-34.4
2022-07-03;Спорт;-28.4
2022-06-26;Спорт;-25.4
2022-06-19;Спорт;-24.7
2022-06-12;Спорт;-26.1
2022-06-05;Спорт;-26.4
2022-05-29;Спорт;-31.3
2022-05-22;Спорт;-34.3
2022-05-15;Спорт;-32.7
2022-05-08;Спорт;-33.3
2022-05-01;Спорт;-19
2022-04-24;Спорт;-27.2
2022-04-17;Спорт;-27.9
2022-04-10;Спорт;-15.1
2022-04-03;Спорт;-13
2022-03-27;Спорт;-12.4
2022-03-20;Спорт;10
2022-03-13;Спорт;22.3
2022-03-06;Спорт;13
2022-02-27;Спорт;5.3
2022-02-20;Спорт;12.6
2022-02-13;Спорт;6.6
2022-02-06;Спорт;-1.5
2022-01-30;Спорт;-4
2022-01-23;Спорт;5.7
2022-01-16;Спорт;11.7
2022-01-09;Спорт;7.5
2022-01-02;Спорт;4.6
2021-12-26;Спорт;5.5
2021-12-19;Спорт;6.4
2021-12-12;Спорт;6.5
2021-12-05;Спорт;8.3
2021-11-28;Спорт;8.7
2021-11-21;Спорт;8.4
2021-11-14;Спорт;31.1
2021-11-07;Спорт;-34.4
2021-10-31;Спорт;-12.8
2021-10-24;Спорт;6.6
2021-10-17;Спорт;13.4
2021-10-10;Спорт;14.1
2021-10-03;Спорт;25.6
2021-09-26;Спорт;19.6
2021-09-19;Спорт;15.4
2021-09-12;Спорт;18.1
2021-09-05;Спорт;26.7
2021-08-29;Спорт;12.7
2021-08-22;Спорт;12.7
2021-08-15;Спорт;18
2021-08-08;Спорт;21
2021-08-01;Спорт;19.5
2021-07-25;Спорт;15
2021-07-18;Спорт;14.6
2021-07-11;Спорт;9.6
2021-07-04;Спорт;8
2021-06-27;Спорт;28
2021-06-20;Спорт;45.7
2021-06-13;Спорт;45.2
2021-06-06;Спорт;61.2
2021-05-30;Спорт;139.9
2021-05-23;Спорт;164.9
2021-05-16;Спорт;196
2021-05-09;Спорт;217.5
2021-05-02;Спорт;169.8
2021-04-25;Спорт;231.4
2021-04-18;Спорт;344.3
2021-04-11;Спорт;403.5
2021-04-04;Спорт;639.4
2021-03-28;Спорт;49.7
2021-03-21;Спорт;11.6
2021-03-14;Спорт;-17.2
2021-03-07;Спорт;-5.6
2021-02-28;Спорт;3.3
2021-02-21;Спорт;-5.4
2021-02-14;Спорт;-5.8
2021-02-07;Спорт;3.7
2021-01-31;Спорт;-0.4
2021-01-24;Спорт;0.8
2021-01-17;Спорт;4.5
2021-01-10;Спорт;18.7
2021-01-03;Спорт;11.2
2020-12-27;Спорт;-0.7
2020-12-20;Спорт;0.2
2020-12-13;Спорт;-0.1
2020-12-06;Спорт;-7.1
2020-11-29;Спорт;-13
2020-11-22;Спорт;-7.7
2020-11-15;Спорт;-4.6
2020-11-08;Спорт;-20.6
2020-11-01;Спорт;-20.3
2020-10-25;Спорт;-8.4
2020-10-18;Спорт;-12.9
2020-10-11;Спорт;-17.6
2020-10-04;Спорт;-17.3
2020-09-27;Спорт;-26.9
2020-09-20;Спорт;-12.6
2020-09-13;Спорт;-12.7
2020-09-06;Спорт;-17.5
2020-08-30;Спорт;-18.3
2020-08-23;Спорт;-14.7
2020-08-16;Спорт;-13.5
2020-08-09;Спорт;-13.2
2020-08-02;Спорт;-20
2020-07-26;Спорт;-19.9
2020-07-19;Спорт;-19
2020-07-12;Спорт;-15.6
2020-07-05;Спорт;-13
2020-06-28;Спорт;-28.2
2020-06-21;Спорт;-29.2
2020-06-14;Спорт;-33.8
2020-06-07;Спорт;-43
2020-05-31;Спорт;-58.7
2020-05-24;Спорт;-61.8
2020-05-17;Спорт;-61.3
2020-05-10;Спорт;-66.3
2020-05-03;Спорт;-66.7
